,STATE_x,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,Percentage_of_People_Racialized_as_Black,Total_Population
0,Alabama,1,10,Autauga,20.9,58805
1,Alabama,1,30,Baldwin,9.0,231767
2,Alabama,1,50,Barbour,48.6,25223
3,Alabama,1,70,Bibb,20.8,22293
4,Alabama,1,90,Blount,2.1,59134
5,Alabama,1,110,Bullock,72.3,10357
6,Alabama,1,130,Butler,45.9,19051
7,Alabama,1,150,Calhoun,23.6,116441
8,Alabama,1,170,Chambers,40.3,34772
9,Alabama,1,190,Cherokee,4.9,24971
10,Alabama,1,210,Chilton,10.1,45014
11,Alabama,1,230,Choctaw,42.3,12665
12,Alabama,1,250,Clarke,45.5,23087
13,Alabama,1,270,Clay,15.5,14236
14,Alabama,1,290,Cleburne,3.7,15056
15,Alabama,1,310,Coffee,18.4,53465
16,Alabama,1,330,Colbert,17.7,57227
17,Alabama,1,350,Conecuh,45.1,11597
18,Alabama,1,370,Coosa,30.5,10387
19,Alabama,1,390,Covington,13.5,37570
20,Alabama,1,410,Crenshaw,25.5,13194
21,Alabama,1,430,Cullman,1.6,87866
22,Alabama,1,450,Dale,22.8,49326
23,Alabama,1,470,Dallas,71.5,38462
24,Alabama,1,490,DeKalb,2.2,71608
25,Alabama,1,510,Elmore,21.9,87977
26,Alabama,1,530,Escambia,31.5,36757
27,Alabama,1,550,Etowah,16.2,103436
28,Alabama,1,570,Fayette,12.0,16321
29,Alabama,1,590,Franklin,4.6,32113
30,Alabama,1,610,Geneva,10.2,26659
31,Alabama,1,630,Greene,82.2,7730
32,Alabama,1,650,Hale,57.7,14785
33,Alabama,1,670,Henry,25.9,17146
34,Alabama,1,690,Houston,28.2,107202
35,Alabama,1,710,Jackson,4.1,52579
36,Alabama,1,730,Jefferson,42.9,674721
37,Alabama,1,750,Lamar,11.6,13972
38,Alabama,1,770,Lauderdale,11.2,93564
39,Alabama,1,790,Lawrence,11.1,33073
40,Alabama,1,810,Lee,24.1,174241
41,Alabama,1,830,Limestone,14.4,103570
42,Alabama,1,850,Lowndes,71.1,10311
43,Alabama,1,870,Macon,80.9,19532
44,Alabama,1,890,Madison,25.7,388153
45,Alabama,1,910,Marengo,53.8,19323
46,Alabama,1,930,Marion,5.0,29341
47,Alabama,1,950,Marshall,3.4,97612
48,Alabama,1,970,Mobile,36.8,414809
49,Alabama,1,990,Monroe,43.2,19772
50,Alabama,1,1010,Montgomery,58.5,228954
51,Alabama,1,1030,Morgan,13.9,123421
52,Alabama,1,1050,Perry,71.1,8511
53,Alabama,1,1070,Pickens,40.4,19123
54,Alabama,1,1090,Pike,38.5,33009
55,Alabama,1,1110,Randolph,18.7,21967
56,Alabama,1,1130,Russell,46.8,59183
57,Alabama,1,1170,Shelby,14.1,223024
58,Alabama,1,1150,St Clair,10.5,91103
59,Alabama,1,1190,Sumter,73.9,12345
60,Alabama,1,1210,Talladega,33.6,82149
61,Alabama,1,1230,Tallapoosa,26.3,41311
62,Alabama,1,1250,Tuscaloosa,31.6,227036
63,Alabama,1,1270,Walker,7.0,65342
64,Alabama,1,1290,Washington,22.8,15388
65,Alabama,1,1310,Wilcox,71.7,10600
66,Alabama,1,1330,Winston,1.1,23540
67,Alaska,2,10,Aleutian Islands,,
68,Alaska,2,13,Aleutians East,9.6,3420
69,Alaska,2,16,Aleutians West,6.0,5232
70,Alaska,2,20,Anchorage,7.7,291247
71,Alaska,2,40,Barrow,,
72,Alaska,2,50,Bethel,1.0,18666
73,Alaska,2,60,Bristol Bay Borough,3.2,844
74,Alaska,2,62,Bristol Bay Division,,
75,Alaska,2,63,Chugach Census Area,1.6,7102
76,Alaska,2,66,Copper River Census Area,1.5,2617
77,Alaska,2,80,Cordova-McCarthy,,
78,Alaska,2,68,Denali,1.2,1619
79,Alaska,2,70,Dillingham,2.0,4857
80,Alaska,2,90,Fairbanks North Star,6.4,95655
81,Alaska,2,100,Haines,0.8,2080
82,Alaska,2,105,Hoonah-Angoon Census Area,2.5,2365
84,Alaska,2,110,Juneau,2.5,32255
85,Alaska,2,122,Kenai Peninsula,1.5,58799
86,Alaska,2,120,Kenai-Cook Inlet,,
87,Alaska,2,130,Ketchikan Gateway,1.8,13948
88,Alaska,2,140,Kobuk,,
89,Alaska,2,150,Kodiak Island,1.5,13101
90,Alaska,2,158,Kusilvak Census Area,0.6,8368
92,Alaska,2,160,Kuskokwim,,
93,Alaska,2,164,Lake And Peninsula,1.8,1476
94,Alaska,2,170,Matanuska-Susitna,2.3,107081
95,Alaska,2,180,Nome,1.2,10046
96,Alaska,2,185,North Slope,2.3,11031
97,Alaska,2,188,Northwest Arctic,1.7,7793
98,Alaska,2,190,Outer Ketchikan,,
99,Alaska,2,195,Petersburg Borough,2.7,3398
101,Alaska,2,200,Prince Of Wales,,
102,Alaska,2,198,Prince of Wales-Hyder Census Area,1.5,5753
104,Alaska,2,201,Prince Of Wales-Outer Ketchikan,,
105,Alaska,2,210,Seward,,
106,Alaska,2,220,Sitka,1.4,8458
107,Alaska,2,230,Skagway Municipality,1.9,1240
108,Alaska,2,232,Skagway-Hoonah-Angoon,,
109,Alaska,2,231,Skagway-Yakutat-Angoon,,
110,Alaska,2,240,Southeast Fairbanks,1.9,6808
111,Alaska,2,250,Upper Yukon,,
112,Alaska,2,260,Valdez-Chitina-Whittier,,
113,Alaska,2,261,Valdez-Cordova,,
114,Alaska,2,270,Wade Hampton,,
115,Alaska,2,280,Wrangell City and Borough,,
117,Alaska,2,282,Yakutat,2.0,662
118,Alaska,2,290,Yukon-Koyukuk,0.8,5343
119,Alaska Territory,2,15,First Judicial Dist,,
120,Alaska Territory,2,35,Fourth Judicial Dist,,
121,Alaska Territory,2,75,Second Judicial Dist,,
122,Alaska Territory,2,115,Third Judicial Dist,,
123,Arizona,4,10,Apache,0.7,66021
124,Arizona,4,30,Cochise,5.5,125447
125,Arizona,4,50,Coconino,2.4,145101
126,Arizona,4,70,Gila,1.1,53272
127,Arizona,4,90,Graham,2.1,38533
128,Arizona,4,110,Greenlee,2.0,9563
129,Arizona,4,120,La Paz,1.4,16557
130,Arizona,4,130,Maricopa,7.6,4420568
131,Arizona,4,150,Mohave,1.8,213267
132,Arizona,4,170,Navajo,1.3,106717
133,Arizona,4,190,Pima,5.3,1043433
134,Arizona,4,210,Pinal,6.7,425264
135,Arizona,4,230,Santa Cruz,0.7,47669
136,Arizona,4,250,Yavapai,1.3,236209
137,Arizona,4,270,Yuma,2.8,203881
138,Arkansas,5,10,Arkansas,25.8,17149
139,Arkansas,5,30,Ashley,25.7,19062
140,Arkansas,5,50,Baxter,0.7,41627
141,Arkansas,5,70,Benton,2.7,284333
142,Arkansas,5,90,Boone,0.7,37373
143,Arkansas,5,110,Bradley,29.3,10545
144,Arkansas,5,130,Calhoun,20.6,4739
145,Arkansas,5,150,Carroll,0.9,28260
146,Arkansas,5,170,Chicot,54.3,10208
147,Arkansas,5,190,Clark,25.6,21446
148,Arkansas,5,210,Clay,1.1,14552
149,Arkansas,5,230,Cleburne,0.8,24711
150,Arkansas,5,250,Cleveland,10.1,7550
151,Arkansas,5,270,Columbia,35.8,22801
152,Arkansas,5,290,Conway,12.4,20715
153,Arkansas,5,310,Craighead,18.4,111231
154,Arkansas,5,330,Crawford,2.7,60133
155,Arkansas,5,350,Crittenden,55.4,48163
156,Arkansas,5,370,Cross,23.1,16833
157,Arkansas,5,390,Dallas,42.0,6482
158,Arkansas,5,410,Desha,49.3,11395
159,Arkansas,5,430,Drew,29.4,17350
160,Arkansas,5,450,Faulkner,13.6,123498
161,Arkansas,5,470,Franklin,1.0,17097
162,Arkansas,5,490,Fulton,0.7,12075
163,Arkansas,5,510,Garland,10.1,100180
164,Arkansas,5,530,Grant,3.1,17958
165,Arkansas,5,550,Greene,2.8,45736
166,Arkansas,5,570,Hempstead,29.9,20065
167,Arkansas,5,590,Hot Spring,12.3,33040
168,Arkansas,5,610,Howard,22.2,12785
169,Arkansas,5,630,Independence,3.3,37938
170,Arkansas,5,650,Izard,2.6,13577
171,Arkansas,5,670,Jackson,18.2,16755
172,Arkansas,5,690,Jefferson,57.6,67260
173,Arkansas,5,710,Johnson,2.8,25749
174,Arkansas,5,730,Lafayette,33.8,6308
175,Arkansas,5,750,Lawrence,1.7,16216
176,Arkansas,5,770,Lee,56.1,8600
177,Arkansas,5,790,Lincoln,29.5,12941
178,Arkansas,5,810,Little River,19.7,12026
179,Arkansas,5,830,Logan,1.9,21131
180,Arkansas,5,850,Lonoke,7.3,74015
181,Arkansas,5,870,Madison,0.7,16521
182,Arkansas,5,890,Marion,0.5,16826
183,Arkansas,5,910,Miller,27.5,42600
184,Arkansas,5,930,Mississippi,37.1,40685
185,Arkansas,5,950,Monroe,42.3,6799
186,Arkansas,5,970,Montgomery,0.5,8484
187,Arkansas,5,990,Nevada,31.2,8310
188,Arkansas,5,1010,Newton,0.5,7225
189,Arkansas,5,1030,Ouachita,41.6,22650
190,Arkansas,5,1050,Perry,1.9,10019
191,Arkansas,5,1070,Phillips,63.7,16568
192,Arkansas,5,1090,Pike,3.2,10171
193,Arkansas,5,1110,Poinsett,9.4,22965
194,Arkansas,5,1130,Polk,0.9,19221
195,Arkansas,5,1150,Pope,4.5,63381
196,Arkansas,5,1170,Prairie,12.2,8282
197,Arkansas,5,1190,Pulaski,38.0,399125
198,Arkansas,5,1210,Randolph,1.4,18571
199,Arkansas,5,1250,Saline,9.6,123416
200,Arkansas,5,1270,Scott,1.1,9836
201,Arkansas,5,1290,Searcy,0.5,7828
202,Arkansas,5,1310,Sebastian,8.4,127799
203,Arkansas,5,1330,Sevier,4.9,15839
204,Arkansas,5,1350,Sharp,1.4,17271
205,Arkansas,5,1230,St Francis,55.5,23090
206,Arkansas,5,1370,Stone,0.5,12359
207,Arkansas,5,1390,Union,33.9,39054
208,Arkansas,5,1410,Van Buren,0.9,15796
209,Arkansas,5,1430,Washington,4.8,245871
210,Arkansas,5,1450,White,6.2,76822
211,Arkansas,5,1470,Woodruff,27.7,6269
212,Arkansas,5,1490,Yell,2.0,20263
213,California,6,10,Alameda,11.8,1682353
214,California,6,30,Alpine,3.0,1204
215,California,6,50,Amador,3.8,40474
216,California,6,70,Butte,3.1,211632
217,California,6,90,Calaveras,1.5,45292
218,California,6,110,Colusa,1.5,21839
219,California,6,130,Contra Costa,10.7,1165927
220,California,6,150,Del Norte,4.3,27743
221,California,6,170,El Dorado,1.6,191185
222,California,6,190,Fresno,6.1,1008654
223,California,6,210,Glenn,1.3,28917
224,California,6,230,Humboldt,2.8,136463
225,California,6,250,Imperial,3.0,179702
226,California,6,270,Inyo,1.4,19016
227,California,6,290,Kern,6.8,909235
228,California,6,310,Kings,7.4,152486
229,California,6,330,Lake,3.1,68163
230,California,6,350,Lassen,7.8,32730
231,California,6,370,Los Angeles,9.4,10014009
232,California,6,390,Madera,3.7,156255
233,California,6,410,Marin,3.5,262321
234,California,6,430,Mariposa,1.6,17131
235,California,6,450,Mendocino,1.6,91601
236,California,6,470,Merced,4.5,281202
237,California,6,490,Modoc,1.9,8700
238,California,6,510,Mono,1.2,13195
239,California,6,530,Monterey,3.3,439035
240,California,6,550,Napa,2.8,138019
241,California,6,570,Nevada,1.1,102241
242,California,6,590,Orange,2.6,3186989
243,California,6,610,Placer,2.9,404739
244,California,6,630,Plumas,1.6,19790
245,California,6,650,Riverside,8.2,2418185
246,California,6,670,Sacramento,12.5,1585055
247,California,6,690,San Benito,1.7,64209
248,California,6,710,San Bernardino,10.2,2181654
249,California,6,730,San Diego,6.4,3298634
250,California,6,750,San Francisco,6.8,873965
251,California,6,770,San Joaquin,9.7,779233
252,California,6,790,San Luis Obispo,2.5,282424
253,California,6,810,San Mateo,3.1,764442
254,California,6,830,Santa Barbara,2.7,448229
255,California,6,850,Santa Clara,3.2,1936259
256,California,6,870,Santa Cruz,2.2,270861
257,California,6,890,Shasta,2.2,182155
258,California,6,910,Sierra,2.0,3236
259,California,6,930,Siskiyou,2.3,44076
260,California,6,950,Solano,16.9,453491
261,California,6,970,Sonoma,2.7,488863
262,California,6,990,Stanislaus,4.1,552878
263,California,6,1010,Sutter,3.3,99633
264,California,6,1030,Tehama,1.5,65829
265,California,6,1050,Trinity,0.9,16112
266,California,6,1070,Tulare,2.1,473117
267,California,6,1090,Tuolumne,2.6,55620
268,California,6,1110,Ventura,2.9,843843
269,California,6,1130,Yolo,4.3,216403
270,California,6,1150,Yuba,6.0,81575
271,Colorado,8,10,Adams,4.7,519572
272,Colorado,8,30,Alamosa,2.2,16376
273,Colorado,8,50,Arapahoe,13.2,655070
274,Colorado,8,70,Archuleta,1.1,13359
275,Colorado,8,90,Baca,1.6,3506
276,Colorado,8,110,Bent,5.6,5650
277,Colorado,8,130,Boulder,1.9,330758
278,Colorado,8,14,Broomfield County,2.4,74112
279,Colorado,8,150,Chaffee,2.2,19476
280,Colorado,8,170,Cheyenne,1.8,1748
281,Colorado,8,190,Clear Creek,1.2,9397
282,Colorado,8,210,Conejos,0.9,7461
283,Colorado,8,230,Costilla,2.4,3499
284,Colorado,8,250,Crowley,9.4,5922
285,Colorado,8,270,Custer,1.0,4704
286,Colorado,8,290,Delta,1.0,31196
287,Colorado,8,310,Denver,10.8,715522
288,Colorado,8,330,Dolores,1.8,2326
289,Colorado,8,350,Douglas,2.5,357978
290,Colorado,8,370,Eagle,1.0,55731
291,Colorado,8,410,El Paso,8.7,730395
292,Colorado,8,390,Elbert,1.2,26062
293,Colorado,8,430,Fremont,4.4,48939
294,Colorado,8,450,Garfield,1.2,61685
295,Colorado,8,470,Gilpin,1.3,5808
296,Colorado,8,490,Grand,0.8,15717
297,Colorado,8,510,Gunnison,1.0,16918
298,Colorado,8,530,Hinsdale,3.7,788
299,Colorado,8,550,Huerfano,1.6,6820
300,Colorado,8,570,Jackson,1.2,1379
301,Colorado,8,590,Jefferson,2.2,582910
302,Colorado,8,610,Kiowa,2.4,1446
303,Colorado,8,630,Kit Carson,0.9,7087
304,Colorado,8,670,La Plata,1.0,55638
305,Colorado,8,650,Lake,1.2,7436
306,Colorado,8,690,Larimer,2.0,359066
307,Colorado,8,710,Las Animas,2.1,14555
308,Colorado,8,730,Lincoln,5.4,5675
309,Colorado,8,750,Logan,4.2,21528
310,Colorado,8,770,Mesa,1.5,155703
311,Colorado,8,790,Mineral,1.8,865
312,Colorado,8,810,Moffat,1.4,13292
313,Colorado,8,830,Montezuma,1.1,25849
314,Colorado,8,850,Montrose,1.0,42679
315,Colorado,8,870,Morgan,3.9,29111
316,Colorado,8,890,Otero,1.6,18690
317,Colorado,8,910,Ouray,0.7,4874
318,Colorado,8,930,Park,1.1,17390
319,Colorado,8,950,Phillips,1.2,4530
320,Colorado,8,970,Pitkin,1.2,17358
321,Colorado,8,990,Prowers,1.4,11999
322,Colorado,8,1010,Pueblo,3.5,168162
323,Colorado,8,1030,Rio Blanco,0.9,6529
324,Colorado,8,1050,Rio Grande,1.3,11539
325,Colorado,8,1070,Routt County,1.1,24829
326,Colorado,8,1090,Saguache,0.7,6368
327,Colorado,8,1110,San Juan,1.3,705
328,Colorado,8,1130,San Miguel,0.8,8072
329,Colorado,8,1150,Sedgwick,0.9,2404
330,Colorado,8,1170,Summit,1.4,31055
331,Colorado,8,1190,Teller,1.3,24710
332,Colorado,8,1210,Washington,1.5,4817
333,Colorado,8,1230,Weld,2.2,328981
334,Colorado,8,1250,Yuma,0.6,9988
335,Connecticut,9,10,Fairfield,13.1,957419
336,Connecticut,9,30,Hartford,16.6,899498
337,Connecticut,9,50,Litchfield,3.1,185186
338,Connecticut,9,70,Middlesex,6.9,164245
339,Connecticut,9,90,New Haven,16.3,864835
340,Connecticut,9,110,New London,8.8,268555
341,Connecticut,9,130,Tolland,5.0,149788
342,Connecticut,9,150,Windham,3.6,116418
343,Delaware,10,10,Kent,29.6,181851
344,Delaware,10,30,New Castle,28.3,570719
345,Delaware,10,50,Sussex,12.5,237378
346,District Of Columbia,11,10,District Of Columbia,44.2,689545
347,Florida,12,10,Alachua,21.0,278468
348,Florida,12,30,Baker,14.5,28259
349,Florida,12,50,Bay,12.1,175216
350,Florida,12,70,Bradford,20.7,28303
351,Florida,12,90,Brevard,11.8,606612
352,Florida,12,110,Broward,30.2,1944375
353,Florida,12,130,Calhoun,13.8,13648
354,Florida,12,150,Charlotte,6.3,186847
355,Florida,12,170,Citrus,3.8,153843
356,Florida,12,190,Clay,14.5,218245
357,Florida,12,210,Collier,7.1,375752
358,Florida,12,230,Columbia,18.3,69698
359,Florida,12,250,Dade,,
360,Florida,12,270,DeSoto,13.6,33976
361,Florida,12,290,Dixie,10.5,16759
362,Florida,12,310,Duval,31.9,995567
363,Florida,12,330,Escambia,23.6,321905
364,Florida,12,350,Flagler,11.5,115378
365,Florida,12,370,Franklin,12.8,12451
366,Florida,12,390,Gadsden,54.8,43826
367,Florida,12,410,Gilchrist,5.5,17864
368,Florida,12,430,Glades,12.9,12126
369,Florida,12,450,Gulf,13.3,14192
370,Florida,12,470,Hamilton,33.4,14004
371,Florida,12,490,Hardee,9.6,25327
372,Florida,12,510,Hendry,12.1,39619
373,Florida,12,530,Hernando,7.0,194515
374,Florida,12,550,Highlands,11.4,101235
375,Florida,12,570,Hillsborough,19.0,1459762
376,Florida,12,590,Holmes,7.3,19653
377,Florida,12,610,Indian River,9.6,159788
378,Florida,12,630,Jackson,27.3,47319
379,Florida,12,650,Jefferson,32.9,14510
380,Florida,12,670,Lafayette,13.5,8226
381,Florida,12,690,Lake,12.2,383956
382,Florida,12,710,Lee,9.2,760822
383,Florida,12,730,Leon,32.4,292198
384,Florida,12,750,Levy,10.0,42915
385,Florida,12,770,Liberty,18.2,7974
386,Florida,12,790,Madison,36.5,17968
387,Florida,12,810,Manatee,9.5,399710
388,Florida,12,830,Marion,13.6,375908
389,Florida,12,850,Martin,5.8,158431
390,Florida,12,86,Miami-Dade County,17.0,2701767
391,Florida,12,870,Monroe,7.1,82874
392,Florida,12,890,Nassau,6.8,90352
393,Florida,12,910,Okaloosa,12.0,211668
394,Florida,12,930,Okeechobee,9.7,39644
395,Florida,12,950,Orange,22.2,1429908
396,Florida,12,970,Osceola,14.0,388656
397,Florida,12,990,Palm Beach,19.4,1492191
398,Florida,12,1010,Pasco,8.0,561891
399,Florida,12,1030,Pinellas,11.5,959107
400,Florida,12,1050,Polk,16.8,725046
401,Florida,12,1070,Putnam,17.0,73321
402,Florida,12,1130,Santa Rosa,7.5,188000
403,Florida,12,1150,Sarasota,4.9,434006
404,Florida,12,1170,Seminole,14.0,470856
405,Florida,12,1090,St Johns,6.2,273425
406,Florida,12,1110,St Lucie,22.5,329226
407,Florida,12,1190,Sumter,7.2,129752
408,Florida,12,1210,Suwannee,12.6,43474
409,Florida,12,1230,Taylor,20.4,21796
410,Florida,12,1250,Union,21.1,16147
411,Florida,12,1270,Volusia,12.3,553543
412,Florida,12,1290,Wakulla,13.8,33764
413,Florida,12,1310,Walton,5.6,75305
414,Florida,12,1330,Washington,14.5,25318
415,Georgia,13,10,Appling,19.8,18444
416,Georgia,13,30,Atkinson,15.5,8286
417,Georgia,13,50,Bacon,17.7,11140
418,Georgia,13,70,Baker,41.0,2876
419,Georgia,13,90,Baldwin,43.3,43799
420,Georgia,13,110,Banks,3.3,18035
421,Georgia,13,130,Barrow,14.3,83505
422,Georgia,13,150,Bartow,12.3,108901
423,Georgia,13,170,Ben Hill,38.0,17194
424,Georgia,13,190,Berrien,12.1,18160
425,Georgia,13,210,Bibb,56.5,157346
426,Georgia,13,230,Bleckley,23.5,12583
427,Georgia,13,250,Brantley,4.1,18021
428,Georgia,13,270,Brooks,36.5,16301
429,Georgia,13,290,Bryan,16.7,44738
430,Georgia,13,310,Bulloch,30.1,81099
431,Georgia,13,330,Burke,46.5,24596
432,Georgia,13,350,Butts,28.4,25434
433,Georgia,13,370,Calhoun,65.1,5573
434,Georgia,13,390,Camden,20.2,54768
435,Georgia,13,430,Candler,25.6,10981
436,Georgia,13,450,Carroll,20.7,119148
437,Georgia,13,470,Catoosa,3.9,67872
438,Georgia,13,490,Charlton,22.4,12518
439,Georgia,13,510,Chatham,39.1,295291
440,Georgia,13,530,Chattahoochee,19.1,9565
441,Georgia,13,550,Chattooga,11.5,24965
442,Georgia,13,570,Cherokee,8.1,266620
443,Georgia,13,590,Clarke,26.2,128671
444,Georgia,13,610,Clay,57.4,2848
445,Georgia,13,630,Clayton,72.7,297595
446,Georgia,13,650,Clinch,31.1,6749
447,Georgia,13,670,Cobb,29.1,766149
448,Georgia,13,690,Coffee,29.2,43092
449,Georgia,13,710,Colquitt,23.2,45898
450,Georgia,13,730,Columbia,20.8,156010
451,Georgia,13,750,Cook,29.1,17229
452,Georgia,13,770,Coweta,19.4,146158
453,Georgia,13,790,Crawford,20.2,12130
454,Georgia,13,810,Crisp,45.7,20128
455,Georgia,13,830,Dade,1.4,16251
456,Georgia,13,850,Dawson,1.5,26798
457,Georgia,13,870,Decatur,42.8,29367
458,Georgia,13,890,DeKalb,53.3,764382
459,Georgia,13,910,Dodge,30.9,19925
460,Georgia,13,930,Dooly,50.4,11208
461,Georgia,13,950,Dougherty,71.6,85790
462,Georgia,13,970,Douglas,51.5,144237
463,Georgia,13,990,Early,52.4,10854
464,Georgia,13,1010,Echols,5.2,3697
465,Georgia,13,1030,Effingham,15.5,64769
466,Georgia,13,1050,Elbert,28.1,19637
467,Georgia,13,1070,Emanuel,33.2,22768
468,Georgia,13,1090,Evans,30.4,10774
469,Georgia,13,1110,Fannin,0.8,25319
470,Georgia,13,1130,Fayette,26.9,119194
471,Georgia,13,1150,Floyd,15.8,98584
472,Georgia,13,1170,Forsyth,5.3,251283
473,Georgia,13,1190,Franklin,9.4,23424
474,Georgia,13,1210,Fulton,44.8,1066710
475,Georgia,13,1230,Gilmer,0.9,31353
476,Georgia,13,1250,Glascock,7.8,2884
477,Georgia,13,1270,Glynn,26.2,84499
478,Georgia,13,1290,Gordon,5.1,57544
479,Georgia,13,1310,Grady,29.3,26236
480,Georgia,13,1330,Greene,31.9,18915
481,Georgia,13,1350,Gwinnett,30.1,957062
482,Georgia,13,1370,Habersham,4.7,46031
483,Georgia,13,1390,Hall,8.4,203136
484,Georgia,13,1410,Hancock,70.2,8735
485,Georgia,13,1430,Haralson,5.2,29919
486,Georgia,13,1450,Harris,16.6,34668
487,Georgia,13,1470,Hart,18.3,25828
488,Georgia,13,1490,Heard,10.0,11412
489,Georgia,13,1510,Henry,52.0,240712
490,Georgia,13,1530,Houston,34.5,163633
491,Georgia,13,1550,Irwin,24.1,9666
492,Georgia,13,1570,Jackson,8.1,75907
493,Georgia,13,1590,Jasper,18.3,14588
494,Georgia,13,1610,Jeff Davis,16.9,14779
495,Georgia,13,1630,Jefferson,52.3,15709
496,Georgia,13,1650,Jenkins,41.9,8674
497,Georgia,13,1670,Johnson,34.0,9189
498,Georgia,13,1690,Jones,25.1,28347
499,Georgia,13,1710,Lamar,28.2,18500
500,Georgia,13,1730,Lanier,24.0,9877
501,Georgia,13,1750,Laurens,38.6,49570
502,Georgia,13,1770,Lee,23.4,33163
503,Georgia,13,1790,Liberty,47.7,65256
504,Georgia,13,1810,Lincoln,28.8,7690
505,Georgia,13,1830,Long,29.3,16168
506,Georgia,13,1850,Lowndes,39.5,118251
507,Georgia,13,1870,Lumpkin,2.0,33488
508,Georgia,13,1930,Macon,60.4,12082
509,Georgia,13,1950,Madison,10.6,30120
510,Georgia,13,1970,Marion,29.6,7498
511,Georgia,13,1890,McDuffie,41.8,21632
512,Georgia,13,1910,McIntosh,31.0,10975
513,Georgia,13,1990,Meriwether,36.6,20613
514,Georgia,13,2010,Miller,30.5,6000
515,Georgia,13,2015,Milton,,
516,Georgia,13,2050,Mitchell,47.8,21755
517,Georgia,13,2070,Monroe,23.0,27957
518,Georgia,13,2090,Montgomery,25.8,8610
519,Georgia,13,2110,Morgan,21.6,20097
520,Georgia,13,2130,Murray,1.4,39973
521,Georgia,13,2150,Muscogee,49.4,206922
522,Georgia,13,2170,Newton,49.7,112483
523,Georgia,13,2190,Oconee,5.5,41799
524,Georgia,13,2210,Oglethorpe,16.6,14825
525,Georgia,13,2230,Paulding,24.5,168661
526,Georgia,13,2250,Peach,45.2,27981
527,Georgia,13,2270,Pickens,1.5,33216
528,Georgia,13,2290,Pierce,9.1,19716
529,Georgia,13,2310,Pike,8.5,18889
530,Georgia,13,2330,Polk,13.6,42853
531,Georgia,13,2350,Pulaski,33.0,9855
532,Georgia,13,2370,Putnam,25.9,22047
533,Georgia,13,2390,Quitman,43.2,2235
534,Georgia,13,2410,Rabun,1.2,16883
535,Georgia,13,2430,Randolph,61.4,6425
536,Georgia,13,2450,Richmond,58.1,206607
537,Georgia,13,2470,Rockdale,61.1,93570
538,Georgia,13,2490,Schley,20.5,4547
539,Georgia,13,2510,Screven,39.3,14067
540,Georgia,13,2530,Seminole,33.8,9147
541,Georgia,13,2550,Spalding,36.4,67306
542,Georgia,13,2570,Stephens,13.2,26784
543,Georgia,13,2590,Stewart,47.8,5314
544,Georgia,13,2610,Sumter,52.5,29616
545,Georgia,13,2630,Talbot,54.9,5733
546,Georgia,13,2650,Taliaferro,56.2,1559
547,Georgia,13,2670,Tattnall,27.7,22842
548,Georgia,13,2690,Taylor,37.7,7816
549,Georgia,13,2710,Telfair,38.1,12477
550,Georgia,13,2730,Terrell,62.1,9185
551,Georgia,13,2750,Thomas,37.1,45798
552,Georgia,13,2770,Tift,30.8,41344
553,Georgia,13,2790,Toombs,27.4,27030
554,Georgia,13,2810,Towns,1.3,12493
555,Georgia,13,2830,Treutlen,33.0,6406
556,Georgia,13,2850,Troup,36.7,69426
557,Georgia,13,2870,Turner,42.3,9006
558,Georgia,13,2890,Twiggs,40.2,8022
559,Georgia,13,2910,Union,0.9,24632
560,Georgia,13,2930,Upson,30.1,27700
561,Georgia,13,2950,Walker,5.4,67654
562,Georgia,13,2970,Walton,19.5,96673
563,Georgia,13,2990,Ware,31.5,36251
564,Georgia,13,3010,Warren,60.0,5215
565,Georgia,13,3030,Washington,54.9,19988
566,Georgia,13,3050,Wayne,21.2,30144
567,Georgia,13,3070,Webster,47.1,2348
568,Georgia,13,3090,Wheeler,39.5,7471
569,Georgia,13,3110,White,2.6,28003
570,Georgia,13,3130,Whitfield,4.8,102864
571,Georgia,13,3150,Wilcox,36.1,8766
572,Georgia,13,3170,Wilkes,41.7,9565
573,Georgia,13,3190,Wilkinson,37.5,8877
574,Georgia,13,3210,Worth,26.5,20784
575,Hawaii,15,15,Hawaii,2.0,200629
576,Hawaii,15,35,Honolulu,3.8,1016508
577,Hawaii,15,5,Kalawao,11.0,82
578,Hawaii,15,75,Kauai,1.5,73298
579,Hawaii,15,95,Maui,1.8,164754
580,Idaho,16,10,Ada,2.5,494967
581,Idaho,16,30,Adams,0.6,4379
582,Idaho,16,50,Bannock,1.6,87018
583,Idaho,16,70,Bear Lake,0.8,6372
584,Idaho,16,90,Benewah,0.6,9530
585,Idaho,16,110,Bingham,0.7,47992
586,Idaho,16,130,Blaine,0.6,24272
587,Idaho,16,150,Boise,1.0,7610
588,Idaho,16,170,Bonner,0.6,47110
589,Idaho,16,190,Bonneville,1.1,123964
590,Idaho,16,210,Boundary,0.8,12056
591,Idaho,16,230,Butte,0.6,2574
592,Idaho,16,250,Camas,3.1,1077
593,Idaho,16,270,Canyon,1.4,231105
594,Idaho,16,290,Caribou,0.5,7027
595,Idaho,16,310,Cassia,0.6,24655
596,Idaho,16,330,Clark,3.0,790
597,Idaho,16,350,Clearwater,1.0,8734
598,Idaho,16,370,Custer,0.4,4275
599,Idaho,16,390,Elmore,3.9,28666
600,Idaho,16,410,Franklin,0.6,14194
601,Idaho,16,430,Fremont,0.4,13388
